('drama', 1.0000000000000002)
('colosista', 0.43301270189221935)
('empapar', 0.43301270189221935)
('inevitablemente', 0.43301270189221935)
('espeso', 0.36084391824351614)
('presenciar', 0.3061862178478973)
('astroso', 0.2886751345948129)
('llorona', 0.2886751345948129)
('negra', 0.2886751345948129)
('protagónico', 0.2886751345948129)
('desentrañar', 0.25819888974716115)
('sierra', 0.24019223070763074)
('agencia', 0.2341464528954235)
('constante', 0.21650635094610968)
('gravemente', 0.21650635094610968)
('luto', 0.21650635094610968)
('lágrima', 0.21650635094610968)
('cañaveral', 0.19364916731037085)
('tarahumara', 0.19364916731037085)
('intentar', 0.18146654657782443)
('suceder', 0.1767766952966369)
('hacer', 0.17519611040921224)
('costo', 0.17120752175028986)
('hambre', 0.17057205980525328)
('exactamente', 0.17010345435994295)
('contener', 0.16666666666666669)
('único', 0.16666666666666666)
('calcular', 0.16081688022566926)
('dos', 0.15518805795979707)
('verdad', 0.15407890860698417)
('reacción', 0.15309310892394865)
('último', 0.15289820991568165)
('huelga', 0.14907119849998599)
('apelación', 0.14433756729740646)
('artista', 0.14433756729740646)
('automática', 0.14433756729740646)
('bache', 0.14433756729740646)
('brusco', 0.14433756729740646)
('complicar', 0.14433756729740646)
('copiar', 0.14433756729740646)
('costado', 0.14433756729740646)
('costoso', 0.14433756729740646)
('covarrubias', 0.14433756729740646)
('credo', 0.14433756729740646)
('debutó', 0.14433756729740646)
('diabetes', 0.14433756729740646)
('dogma', 0.14433756729740646)
('espejo', 0.14433756729740646)
('fundar', 0.14433756729740646)
('funeraria', 0.14433756729740646)
('intempestivamente', 0.14433756729740646)
('interesante', 0.14433756729740646)
('lai', 0.14433756729740646)
('lopez', 0.14433756729740646)
('mariscal', 0.14433756729740646)
('mero', 0.14433756729740646)
('my', 0.14433756729740646)
('pionero', 0.14433756729740646)
('popularizar', 0.14433756729740646)
('pragmático', 0.14433756729740646)
('probable', 0.14433756729740646)
('quince', 0.14433756729740646)
('sometimientos', 0.14433756729740646)
('televisar', 0.14433756729740646)
('titipuchal', 0.14433756729740646)
('tónica', 0.14433756729740646)
('velada', 0.14433756729740646)
('velorio', 0.14433756729740646)
('posible', 0.1417366773784602)
('ambas', 0.140028008402801)
('méxico', 0.13401406685472436)
('reestructurar', 0.1336306209562122)
('especial', 0.13176156917368248)
('investigación', 0.1306770933723292)
('pasado', 0.12961896184130317)
('aptitud', 0.12909944487358058)
('boom', 0.12909944487358058)
('comparación', 0.12909944487358058)
('exceder', 0.12909944487358058)
('fluctuar', 0.12909944487358058)
('insolvencias', 0.12909944487358058)
('labastida', 0.12909944487358058)
('persecución', 0.12909944487358058)
('riel', 0.12909944487358058)
('superior', 0.12909944487358058)
('tono', 0.12909944487358058)
('vencimiento', 0.12909944487358058)
('cuenta', 0.12722042226896557)
('cumplir', 0.12674485010489558)
('supuestamente', 0.12598815766974242)
('colosismo', 0.1256297269074015)
('generar', 0.1252448582170299)
('ejercicio', 0.12500000000000003)
('enfermo', 0.12500000000000003)
('treinta', 0.12500000000000003)
('año', 0.12381192144495576)
('cinco', 0.12076147288491199)
('espinoso', 0.12028130608117205)
('lógicamente', 0.12009611535381537)
('aproximadamente', 0.11785113019775792)
('pronto', 0.11785113019775792)
('embargo', 0.1143739277494535)
('junto', 0.11410886614690961)
('dar', 0.11005636329070298)
('verdadero', 0.10741723110591495)
('mismas', 0.1072112534837795)
('destinar', 0.10540925533894598)
('campaña', 0.10502100630210075)
('conocimiento', 0.10502100630210075)
('diseño', 0.10502100630210075)
('programar', 0.10502100630210075)
('oscar', 0.10369516947304253)
('accionar', 0.1033622788243404)
('compuserve', 0.10206207261596577)
('descubrimiento', 0.10206207261596577)
('desinformación', 0.10206207261596577)
('doctrina', 0.10206207261596577)
('empero', 0.10206207261596577)
('envolver', 0.10206207261596577)
('motivación', 0.10206207261596577)
('neumonía', 0.10206207261596577)
('pérdida', 0.10206207261596577)
('rural', 0.10206207261596577)
('seis', 0.10206207261596577)
('tenedor', 0.10206207261596577)
('tirar', 0.10206207261596577)
('visita', 0.10206207261596577)
('mes', 0.10050378152592121)
('necesario', 0.10004084133313015)
('haber', 0.09955402169800051)
('accesible', 0.0993399267798783)
('propio', 0.09907424048765213)
('gobierno', 0.09878379821531123)
('prueba', 0.09820927516479827)
('entidad', 0.09682458365518543)
('profesional', 0.09682458365518543)
('defensa', 0.09622504486493764)
('independencia', 0.09622504486493764)
('pasar', 0.09558988911273408)
('galván', 0.0949157995752499)
('padecer', 0.0949157995752499)
('tarjeta', 0.0949157995752499)
('noticia', 0.09476225544736294)
('inflación', 0.09428090415820634)
('importante', 0.09415544714433868)
('vida', 0.09396819714698793)
('fracaso', 0.09245003270420485)
('héctor', 0.09231861823449956)
('solucionar', 0.09231861823449956)
('nodos', 0.09128709291752768)
('teniente', 0.09128709291752768)
('william', 0.09128709291752768)
('ofrecer', 0.09092412093166351)
('ver', 0.09072184232530289)
('político', 0.08989331499509896)
('total', 0.08934271123648291)
('edad', 0.08838834764831845)
('jurídico', 0.08838834764831845)
('estadunidense', 0.08804509063256238)
('maquiladoras', 0.08703882797784893)
('pronosticar', 0.08703882797784893)
('estimar', 0.08660254037844388)
('perdido', 0.08660254037844388)
('lograr', 0.08630637040042062)
('empresa', 0.08582624483787546)
('dejar', 0.08574929257125442)
('aprovechar', 0.08564858872844147)
('facultad', 0.08564858872844147)
('detener', 0.08512565307587487)
('familia', 0.08512565307587487)
('análisis', 0.08505172717997148)
('integrante', 0.08492077756084469)
('marzo', 0.08446717229993575)
