('llevar', 1.0)
('consigna', 0.3755092465500741)
('encriptada', 0.3598560863424403)
('lapso', 0.3598560863424403)
('facultar', 0.33927557187198837)
('intersindical', 0.33927557187198837)
('aproximado', 0.31807084862998913)
('cabo', 0.30034879178786006)
('transacción', 0.29686612538798973)
('cañaveral', 0.29504297943220104)
('generosa', 0.27125173111900247)
('querer', 0.2654181615006278)
('pertinente', 0.233910503052111)
('adverso', 0.23325195566199197)
('metereológicas', 0.23325195566199197)
('intervención', 0.23260850076533607)
('negociación', 0.23000474097962106)
('junio', 0.22668802672263905)
('oriente', 0.22668802672263902)
('ministerio', 0.22082620866849953)
('cabalmente', 0.20991605036642347)
('voluntad', 0.2065840495669565)
('público', 0.2063874296047532)
('respectivo', 0.2045908677150258)
('inclusive', 0.20401922405037518)
('secreto', 0.20217910326552818)
('mayo', 0.20116566779468253)
('poder', 0.19309283358481896)
('hacer', 0.19200624284935222)
('saber', 0.18449441728339827)
('lucir', 0.18322975055053303)
('insistir', 0.18297788823141178)
('ley', 0.1812738214079028)
('decir', 0.18078657789072197)
('dirigencia', 0.17476837775736329)
('cosmonauta', 0.17434357875539153)
('realizar', 0.17198170744836852)
('tiempo', 0.17072426903376753)
('política', 0.1687566421157424)
('próximo', 0.16778376539443352)
('responsable', 0.16298271286507995)
('sindicato', 0.16147388489724884)
('reclusorio', 0.16121168888481235)
('prestar', 0.1592335564373948)
('compañero', 0.15888034341578477)
('sólo', 0.1573617197406395)
('visitar', 0.1570540719004569)
('reforma', 0.15575739785740209)
('secretaría', 0.1557511661969114)
('gobierno', 0.1540877222852426)
('ocurrir', 0.15338554119130232)
('casa', 0.15327203677548384)
('parte', 0.1530412410013616)
('investigadora', 0.1517286483621763)
('jueces', 0.15135385491607187)
('todas', 0.1513041437734185)
('sindical', 0.1503678258210104)
('alegar', 0.1484330626939949)
('concreto', 0.1484330626939949)
('proyecto', 0.14806336582430954)
('ruina', 0.14691063206231753)
('dar', 0.14610788920932383)
('combatir', 0.14466758993013465)
('proceder', 0.14466758993013465)
('programar', 0.1439424345369761)
('económico', 0.1428154349020762)
('exponer', 0.14139200454245454)
('si', 0.14129821007210538)
('criminal', 0.1402682036519485)
('mayor', 0.1389961039576867)
('último', 0.13819004130497126)
('raíz', 0.13803994439752162)
('señalar', 0.13793671379349493)
('bien', 0.1375944135600653)
('investigación', 0.1374817902205592)
('exasperar', 0.13601281603358342)
('consignación', 0.1360128160335834)
('empresa', 0.13472940213643148)
('demostrar', 0.13364719529685964)
('agencia', 0.1333735690415919)
('aceptar', 0.1328856666176354)
('pasado', 0.1324396221358115)
('telefónico', 0.13181342656097528)
('trabajo', 0.1294397817937486)
('cada', 0.12862726373845634)
('hecho', 0.128602073635134)
('semejante', 0.12823411272750027)
('hotel', 0.12786929232189112)
('facultad', 0.12722833945199566)
('encono', 0.12722833945199563)
('mandamiento', 0.12722833945199563)
('priístas', 0.12722833945199563)
('suscribir', 0.12722833945199563)
('únicamente', 0.12710427473262784)
('ofrecer', 0.1264538211736849)
('necesario', 0.12448010311224696)
('cambio', 0.12286312426006298)
('camino', 0.12276278776177424)
('pues', 0.1226002955823339)
('clara', 0.1224776116078799)
('cardenismo', 0.12242552671859795)
('distanciamiento', 0.12242552671859795)
('quizás', 0.12242552671859795)
('actividad', 0.12209037948544703)
('situación', 0.12089939982089894)
('homicidio', 0.12069940067680955)
('manera', 0.12056875278830864)
('lograr', 0.12013756953947329)
('aún', 0.12006556598444285)
('acotar', 0.11995202878081344)
('cuál', 0.11995202878081344)
('injusto', 0.11995202878081344)
('seríainnsensato', 0.11995202878081344)
('persona', 0.11909390411737866)
('momento', 0.11889979767102866)
('gobernación', 0.11880570323189624)
('negociar', 0.11874645015519594)
('país', 0.1182511248080973)
('político', 0.11765173177466297)
('engañar', 0.11762264143238672)
('mantener', 0.11757650585836939)
('año', 0.11738875882305247)
('dentro', 0.11675273145805012)
('vergüenza', 0.11637056109892316)
('pedir', 0.11561734566938182)
('autoridad', 0.115188248976444)
('delincuente', 0.11484532398511924)
('pesar', 0.11436977194661617)
('gente', 0.11402943735733827)
('compacto', 0.11379648627163225)
('barco', 0.11379648627163223)
('agente', 0.11334401336131952)
('defensa', 0.1130918572906628)
('banco', 0.1127339810645818)
('indicar', 0.11255277148284906)
('primero', 0.11220484863656277)
('llegar', 0.11160744631386184)
('ésta', 0.11137266274738307)
('dos', 0.11120813395564437)
('opinión', 0.11044425725461642)
('presario', 0.11018297404673817)
('elemento', 0.11007553084805223)
('federal', 0.11006769846480009)
('seguir', 0.1094691590178082)
('mesa', 0.10917671576338518)
('funcionario', 0.108828242452984)
('explicación', 0.10840018228943941)
('equipo', 0.10728835615716405)
('incontrastable', 0.10728835615716403)
('pegar', 0.10728835615716403)
('provocar', 0.10686176060625024)
('encontrar', 0.1066356705090506)
('según', 0.10655774360157597)
('neoliberal', 0.10602361620999637)
('altarcito', 0.10602361620999635)
('arropar', 0.10602361620999635)
('benévolo', 0.10602361620999635)
('complejidad', 0.10602361620999635)
('esteinou', 0.10602361620999635)
('gortari', 0.10602361620999635)
('jarocho', 0.10602361620999635)
('perpetradores', 0.10602361620999635)
('prestigiadas', 0.10602361620999635)
('subsecretario', 0.10602361620999635)
('trabajador', 0.10599495730523982)
('inflación', 0.10518824111403355)
('requerir', 0.10513313369807464)
('costilla', 0.10495802518321176)
('grande', 0.10479260302959299)
('decidir', 0.10436580284172119)
('recurso', 0.10412280879178674)
('reunión', 0.10406169771080827)
('fuerza', 0.10388150415966657)
